publisher_group,title,language,count,pct
bandai_namco,Ace Combat 7,brazilian,217,4.3
bandai_namco,Ace Combat 7,bulgarian,4,0.1
bandai_namco,Ace Combat 7,czech,9,0.2
bandai_namco,Ace Combat 7,danish,2,0.0
bandai_namco,Ace Combat 7,dutch,8,0.2
bandai_namco,Ace Combat 7,english,2482,48.8
bandai_namco,Ace Combat 7,finnish,5,0.1
bandai_namco,Ace Combat 7,french,91,1.8
bandai_namco,Ace Combat 7,german,95,1.9
bandai_namco,Ace Combat 7,greek,4,0.1
bandai_namco,Ace Combat 7,hungarian,5,0.1
bandai_namco,Ace Combat 7,indonesian,11,0.2
bandai_namco,Ace Combat 7,italian,39,0.8
bandai_namco,Ace Combat 7,japanese,136,2.7
bandai_namco,Ace Combat 7,koreana,121,2.4
bandai_namco,Ace Combat 7,latam,66,1.3
bandai_namco,Ace Combat 7,norwegian,3,0.1
bandai_namco,Ace Combat 7,polish,63,1.2
bandai_namco,Ace Combat 7,portuguese,7,0.1
bandai_namco,Ace Combat 7,romanian,1,0.0
bandai_namco,Ace Combat 7,russian,375,7.4
bandai_namco,Ace Combat 7,schinese,960,18.9
bandai_namco,Ace Combat 7,spanish,200,3.9
bandai_namco,Ace Combat 7,swedish,3,0.1
bandai_namco,Ace Combat 7,tchinese,51,1.0
bandai_namco,Ace Combat 7,thai,23,0.5
bandai_namco,Ace Combat 7,turkish,67,1.3
bandai_namco,Ace Combat 7,ukrainian,34,0.7
bandai_namco,Ace Combat 7,vietnamese,1,0.0
bandai_namco,Dragon Ball FighterZ,brazilian,839,16.9
bandai_namco,Dragon Ball FighterZ,czech,3,0.1
bandai_namco,Dragon Ball FighterZ,danish,1,0.0
bandai_namco,Dragon Ball FighterZ,dutch,4,0.1
bandai_namco,Dragon Ball FighterZ,english,2258,45.4
bandai_namco,Dragon Ball FighterZ,finnish,4,0.1
bandai_namco,Dragon Ball FighterZ,french,121,2.4
bandai_namco,Dragon Ball FighterZ,german,38,0.8
bandai_namco,Dragon Ball FighterZ,greek,2,0.0
bandai_namco,Dragon Ball FighterZ,hungarian,5,0.1
bandai_namco,Dragon Ball FighterZ,indonesian,3,0.1
bandai_namco,Dragon Ball FighterZ,italian,32,0.6
bandai_namco,Dragon Ball FighterZ,japanese,16,0.3
bandai_namco,Dragon Ball FighterZ,koreana,37,0.7
bandai_namco,Dragon Ball FighterZ,latam,264,5.3
bandai_namco,Dragon Ball FighterZ,norwegian,1,0.0
bandai_namco,Dragon Ball FighterZ,polish,44,0.9
bandai_namco,Dragon Ball FighterZ,portuguese,22,0.4
bandai_namco,Dragon Ball FighterZ,romanian,2,0.0
bandai_namco,Dragon Ball FighterZ,russian,106,2.1
bandai_namco,Dragon Ball FighterZ,schinese,278,5.6
bandai_namco,Dragon Ball FighterZ,spanish,821,16.5
bandai_namco,Dragon Ball FighterZ,swedish,6,0.1
bandai_namco,Dragon Ball FighterZ,tchinese,21,0.4
bandai_namco,Dragon Ball FighterZ,thai,14,0.3
bandai_namco,Dragon Ball FighterZ,turkish,23,0.5
bandai_namco,Dragon Ball FighterZ,ukrainian,2,0.0
bandai_namco,Dragon Ball FighterZ,vietnamese,11,0.2
bandai_namco,Dragon Ball: Sparking! Zero,brazilian,630,12.4
bandai_namco,Dragon Ball: Sparking! Zero,czech,1,0.0
bandai_namco,Dragon Ball: Sparking! Zero,danish,9,0.2
bandai_namco,Dragon Ball: Sparking! Zero,dutch,12,0.2
bandai_namco,Dragon Ball: Sparking! Zero,english,2301,45.3
bandai_namco,Dragon Ball: Sparking! Zero,finnish,3,0.1
bandai_namco,Dragon Ball: Sparking! Zero,french,247,4.9
bandai_namco,Dragon Ball: Sparking! Zero,german,100,2.0
bandai_namco,Dragon Ball: Sparking! Zero,greek,5,0.1
bandai_namco,Dragon Ball: Sparking! Zero,hungarian,11,0.2
bandai_namco,Dragon Ball: Sparking! Zero,indonesian,4,0.1
bandai_namco,Dragon Ball: Sparking! Zero,italian,139,2.7
bandai_namco,Dragon Ball: Sparking! Zero,japanese,32,0.6
bandai_namco,Dragon Ball: Sparking! Zero,koreana,40,0.8
bandai_namco,Dragon Ball: Sparking! Zero,latam,274,5.4
bandai_namco,Dragon Ball: Sparking! Zero,norwegian,4,0.1
bandai_namco,Dragon Ball: Sparking! Zero,polish,75,1.5
bandai_namco,Dragon Ball: Sparking! Zero,portuguese,28,0.6
bandai_namco,Dragon Ball: Sparking! Zero,russian,32,0.6
bandai_namco,Dragon Ball: Sparking! Zero,schinese,258,5.1
bandai_namco,Dragon Ball: Sparking! Zero,spanish,762,15.0
bandai_namco,Dragon Ball: Sparking! Zero,swedish,6,0.1
bandai_namco,Dragon Ball: Sparking! Zero,tchinese,23,0.5
bandai_namco,Dragon Ball: Sparking! Zero,thai,60,1.2
bandai_namco,Dragon Ball: Sparking! Zero,turkish,17,0.3
bandai_namco,Dragon Ball: Sparking! Zero,ukrainian,5,0.1
bandai_namco,Dragon Ball: Sparking! Zero,vietnamese,5,0.1
bandai_namco,Elden Ring,brazilian,244,4.8
bandai_namco,Elden Ring,bulgarian,1,0.0
bandai_namco,Elden Ring,czech,15,0.3
bandai_namco,Elden Ring,danish,2,0.0
bandai_namco,Elden Ring,dutch,6,0.1
bandai_namco,Elden Ring,english,2170,42.7
bandai_namco,Elden Ring,finnish,5,0.1
bandai_namco,Elden Ring,french,153,3.0
bandai_namco,Elden Ring,german,140,2.8
bandai_namco,Elden Ring,greek,2,0.0
bandai_namco,Elden Ring,hungarian,5,0.1
bandai_namco,Elden Ring,indonesian,10,0.2
bandai_namco,Elden Ring,italian,40,0.8
bandai_namco,Elden Ring,japanese,34,0.7
bandai_namco,Elden Ring,koreana,150,3.0
bandai_namco,Elden Ring,latam,70,1.4
bandai_namco,Elden Ring,norwegian,4,0.1
bandai_namco,Elden Ring,polish,39,0.8
bandai_namco,Elden Ring,portuguese,6,0.1
bandai_namco,Elden Ring,russian,452,8.9
bandai_namco,Elden Ring,schinese,959,18.9
bandai_namco,Elden Ring,spanish,249,4.9
bandai_namco,Elden Ring,swedish,13,0.3
bandai_namco,Elden Ring,tchinese,44,0.9
bandai_namco,Elden Ring,thai,19,0.4
bandai_namco,Elden Ring,turkish,218,4.3
bandai_namco,Elden Ring,ukrainian,16,0.3
bandai_namco,Elden Ring,vietnamese,18,0.4
bandai_namco,Gundam Breaker 4,brazilian,28,0.7
bandai_namco,Gundam Breaker 4,czech,1,0.0
bandai_namco,Gundam Breaker 4,dutch,3,0.1
bandai_namco,Gundam Breaker 4,english,2069,50.8
bandai_namco,Gundam Breaker 4,french,50,1.2
bandai_namco,Gundam Breaker 4,german,20,0.5
bandai_namco,Gundam Breaker 4,indonesian,7,0.2
bandai_namco,Gundam Breaker 4,italian,21,0.5
bandai_namco,Gundam Breaker 4,japanese,596,14.6
bandai_namco,Gundam Breaker 4,koreana,214,5.3
bandai_namco,Gundam Breaker 4,latam,10,0.2
bandai_namco,Gundam Breaker 4,polish,3,0.1
bandai_namco,Gundam Breaker 4,portuguese,1,0.0
bandai_namco,Gundam Breaker 4,russian,7,0.2
bandai_namco,Gundam Breaker 4,schinese,541,13.3
bandai_namco,Gundam Breaker 4,spanish,37,0.9
bandai_namco,Gundam Breaker 4,swedish,1,0.0
bandai_namco,Gundam Breaker 4,tchinese,292,7.2
bandai_namco,Gundam Breaker 4,thai,165,4.1
bandai_namco,Gundam Breaker 4,turkish,2,0.0
bandai_namco,Gundam Breaker 4,vietnamese,1,0.0
bandai_namco,Little Nightmares II,brazilian,388,7.8
bandai_namco,Little Nightmares II,bulgarian,1,0.0
bandai_namco,Little Nightmares II,czech,16,0.3
bandai_namco,Little Nightmares II,danish,3,0.1
bandai_namco,Little Nightmares II,dutch,7,0.1
bandai_namco,Little Nightmares II,english,1266,25.4
bandai_namco,Little Nightmares II,finnish,4,0.1
bandai_namco,Little Nightmares II,french,118,2.4
bandai_namco,Little Nightmares II,german,70,1.4
bandai_namco,Little Nightmares II,greek,9,0.2
bandai_namco,Little Nightmares II,hungarian,8,0.2
bandai_namco,Little Nightmares II,indonesian,12,0.2
bandai_namco,Little Nightmares II,italian,34,0.7
bandai_namco,Little Nightmares II,japanese,16,0.3
bandai_namco,Little Nightmares II,koreana,108,2.2
bandai_namco,Little Nightmares II,latam,79,1.6
bandai_namco,Little Nightmares II,norwegian,2,0.0
bandai_namco,Little Nightmares II,polish,38,0.8
bandai_namco,Little Nightmares II,portuguese,12,0.2
bandai_namco,Little Nightmares II,romanian,1,0.0
bandai_namco,Little Nightmares II,russian,924,18.5
bandai_namco,Little Nightmares II,schinese,1376,27.6
bandai_namco,Little Nightmares II,spanish,260,5.2
bandai_namco,Little Nightmares II,swedish,8,0.2
bandai_namco,Little Nightmares II,tchinese,38,0.8
bandai_namco,Little Nightmares II,thai,10,0.2
bandai_namco,Little Nightmares II,turkish,119,2.4
bandai_namco,Little Nightmares II,ukrainian,53,1.1
bandai_namco,Little Nightmares II,vietnamese,6,0.1
bandai_namco,Tales of Arise,brazilian,264,5.3
bandai_namco,Tales of Arise,czech,3,0.1
bandai_namco,Tales of Arise,dutch,5,0.1
bandai_namco,Tales of Arise,english,1859,37.3
bandai_namco,Tales of Arise,finnish,3,0.1
bandai_namco,Tales of Arise,french,138,2.8
bandai_namco,Tales of Arise,german,120,2.4
bandai_namco,Tales of Arise,greek,3,0.1
bandai_namco,Tales of Arise,hungarian,3,0.1
bandai_namco,Tales of Arise,indonesian,11,0.2
bandai_namco,Tales of Arise,italian,44,0.9
bandai_namco,Tales of Arise,japanese,293,5.9
bandai_namco,Tales of Arise,koreana,215,4.3
bandai_namco,Tales of Arise,latam,55,1.1
bandai_namco,Tales of Arise,norwegian,1,0.0
bandai_namco,Tales of Arise,polish,32,0.6
bandai_namco,Tales of Arise,portuguese,8,0.2
bandai_namco,Tales of Arise,russian,353,7.1
bandai_namco,Tales of Arise,schinese,1089,21.9
bandai_namco,Tales of Arise,spanish,196,3.9
bandai_namco,Tales of Arise,swedish,1,0.0
bandai_namco,Tales of Arise,tchinese,191,3.8
bandai_namco,Tales of Arise,thai,48,1.0
bandai_namco,Tales of Arise,turkish,27,0.5
bandai_namco,Tales of Arise,ukrainian,15,0.3
bandai_namco,Tales of Arise,vietnamese,5,0.1
bandai_namco,Tekken 8,brazilian,197,3.9
bandai_namco,Tekken 8,bulgarian,3,0.1
bandai_namco,Tekken 8,czech,8,0.2
bandai_namco,Tekken 8,danish,2,0.0
bandai_namco,Tekken 8,dutch,10,0.2
bandai_namco,Tekken 8,english,2966,58.3
bandai_namco,Tekken 8,finnish,5,0.1
bandai_namco,Tekken 8,french,168,3.3
bandai_namco,Tekken 8,german,98,1.9
bandai_namco,Tekken 8,greek,9,0.2
bandai_namco,Tekken 8,hungarian,3,0.1
bandai_namco,Tekken 8,indonesian,21,0.4
bandai_namco,Tekken 8,italian,53,1.0
bandai_namco,Tekken 8,japanese,47,0.9
bandai_namco,Tekken 8,koreana,740,14.6
bandai_namco,Tekken 8,latam,53,1.0
bandai_namco,Tekken 8,norwegian,2,0.0
bandai_namco,Tekken 8,polish,49,1.0
bandai_namco,Tekken 8,portuguese,17,0.3
bandai_namco,Tekken 8,russian,323,6.4
bandai_namco,Tekken 8,schinese,58,1.1
bandai_namco,Tekken 8,spanish,165,3.2
bandai_namco,Tekken 8,swedish,6,0.1
bandai_namco,Tekken 8,tchinese,9,0.2
bandai_namco,Tekken 8,thai,23,0.5
bandai_namco,Tekken 8,turkish,38,0.7
bandai_namco,Tekken 8,ukrainian,9,0.2
bandai_namco,Tekken 8,vietnamese,3,0.1
ea,Apex Legends,arabic,1,0.0
ea,Apex Legends,brazilian,62,1.2
ea,Apex Legends,bulgarian,1,0.0
ea,Apex Legends,czech,12,0.2
ea,Apex Legends,danish,4,0.1
ea,Apex Legends,dutch,7,0.1
ea,Apex Legends,english,1914,38.4
ea,Apex Legends,finnish,10,0.2
ea,Apex Legends,french,99,2.0
ea,Apex Legends,german,79,1.6
ea,Apex Legends,greek,2,0.0
ea,Apex Legends,hungarian,6,0.1
ea,Apex Legends,indonesian,4,0.1
ea,Apex Legends,italian,18,0.4
ea,Apex Legends,japanese,116,2.3
ea,Apex Legends,koreana,51,1.0
ea,Apex Legends,latam,33,0.7
ea,Apex Legends,norwegian,3,0.1
ea,Apex Legends,polish,42,0.8
ea,Apex Legends,portuguese,8,0.2
ea,Apex Legends,russian,441,8.9
ea,Apex Legends,schinese,1637,32.9
ea,Apex Legends,spanish,131,2.6
ea,Apex Legends,swedish,11,0.2
ea,Apex Legends,tchinese,152,3.1
ea,Apex Legends,thai,23,0.5
ea,Apex Legends,turkish,92,1.8
ea,Apex Legends,ukrainian,19,0.4
ea,Apex Legends,vietnamese,5,0.1
ea,EA Sports FC 24,brazilian,670,13.2
ea,EA Sports FC 24,bulgarian,3,0.1
ea,EA Sports FC 24,czech,39,0.8
ea,EA Sports FC 24,danish,5,0.1
ea,EA Sports FC 24,dutch,19,0.4
ea,EA Sports FC 24,english,1360,26.8
ea,EA Sports FC 24,finnish,7,0.1
ea,EA Sports FC 24,french,92,1.8
ea,EA Sports FC 24,german,115,2.3
ea,EA Sports FC 24,greek,5,0.1
ea,EA Sports FC 24,hungarian,18,0.4
ea,EA Sports FC 24,indonesian,33,0.7
ea,EA Sports FC 24,italian,26,0.5
ea,EA Sports FC 24,japanese,13,0.3
ea,EA Sports FC 24,koreana,152,3.0
ea,EA Sports FC 24,latam,77,1.5
ea,EA Sports FC 24,norwegian,8,0.2
ea,EA Sports FC 24,polish,165,3.3
ea,EA Sports FC 24,portuguese,42,0.8
ea,EA Sports FC 24,romanian,14,0.3
ea,EA Sports FC 24,russian,527,10.4
ea,EA Sports FC 24,schinese,698,13.8
ea,EA Sports FC 24,spanish,389,7.7
ea,EA Sports FC 24,swedish,11,0.2
ea,EA Sports FC 24,tchinese,15,0.3
ea,EA Sports FC 24,thai,61,1.2
ea,EA Sports FC 24,turkish,442,8.7
ea,EA Sports FC 24,ukrainian,59,1.2
ea,EA Sports FC 24,vietnamese,9,0.2
ea,EA Sports FC 25,brazilian,769,15.4
ea,EA Sports FC 25,bulgarian,3,0.1
ea,EA Sports FC 25,czech,29,0.6
ea,EA Sports FC 25,danish,4,0.1
ea,EA Sports FC 25,dutch,12,0.2
ea,EA Sports FC 25,english,1179,23.7
ea,EA Sports FC 25,finnish,3,0.1
ea,EA Sports FC 25,french,65,1.3
ea,EA Sports FC 25,german,74,1.5
ea,EA Sports FC 25,greek,5,0.1
ea,EA Sports FC 25,hungarian,9,0.2
ea,EA Sports FC 25,indonesian,34,0.7
ea,EA Sports FC 25,italian,30,0.6
ea,EA Sports FC 25,japanese,4,0.1
ea,EA Sports FC 25,koreana,135,2.7
ea,EA Sports FC 25,latam,76,1.5
ea,EA Sports FC 25,norwegian,5,0.1
ea,EA Sports FC 25,polish,126,2.5
ea,EA Sports FC 25,portuguese,36,0.7
ea,EA Sports FC 25,romanian,19,0.4
ea,EA Sports FC 25,russian,381,7.6
ea,EA Sports FC 25,schinese,912,18.3
ea,EA Sports FC 25,spanish,370,7.4
ea,EA Sports FC 25,swedish,6,0.1
ea,EA Sports FC 25,tchinese,10,0.2
ea,EA Sports FC 25,thai,51,1.0
ea,EA Sports FC 25,turkish,573,11.5
ea,EA Sports FC 25,ukrainian,56,1.1
ea,EA Sports FC 25,vietnamese,7,0.1
sega_atlus,Like a Dragon: Infinite Wealth,brazilian,271,5.3
sega_atlus,Like a Dragon: Infinite Wealth,bulgarian,2,0.0
sega_atlus,Like a Dragon: Infinite Wealth,czech,46,0.9
sega_atlus,Like a Dragon: Infinite Wealth,danish,5,0.1
sega_atlus,Like a Dragon: Infinite Wealth,dutch,34,0.7
sega_atlus,Like a Dragon: Infinite Wealth,english,2482,48.9
sega_atlus,Like a Dragon: Infinite Wealth,finnish,7,0.1
sega_atlus,Like a Dragon: Infinite Wealth,french,182,3.6
sega_atlus,Like a Dragon: Infinite Wealth,german,398,7.8
sega_atlus,Like a Dragon: Infinite Wealth,greek,2,0.0
sega_atlus,Like a Dragon: Infinite Wealth,hungarian,12,0.2
sega_atlus,Like a Dragon: Infinite Wealth,indonesian,1,0.0
sega_atlus,Like a Dragon: Infinite Wealth,italian,76,1.5
sega_atlus,Like a Dragon: Infinite Wealth,japanese,27,0.5
sega_atlus,Like a Dragon: Infinite Wealth,koreana,74,1.5
sega_atlus,Like a Dragon: Infinite Wealth,latam,113,2.2
sega_atlus,Like a Dragon: Infinite Wealth,norwegian,5,0.1
sega_atlus,Like a Dragon: Infinite Wealth,polish,134,2.6
sega_atlus,Like a Dragon: Infinite Wealth,portuguese,14,0.3
sega_atlus,Like a Dragon: Infinite Wealth,romanian,2,0.0
sega_atlus,Like a Dragon: Infinite Wealth,russian,279,5.5
sega_atlus,Like a Dragon: Infinite Wealth,schinese,535,10.5
sega_atlus,Like a Dragon: Infinite Wealth,spanish,225,4.4
sega_atlus,Like a Dragon: Infinite Wealth,swedish,9,0.2
sega_atlus,Like a Dragon: Infinite Wealth,tchinese,34,0.7
sega_atlus,Like a Dragon: Infinite Wealth,thai,8,0.2
sega_atlus,Like a Dragon: Infinite Wealth,turkish,40,0.8
sega_atlus,Like a Dragon: Infinite Wealth,ukrainian,55,1.1
sega_atlus,Persona 3 Reload,brazilian,382,7.7
sega_atlus,Persona 3 Reload,czech,5,0.1
sega_atlus,Persona 3 Reload,dutch,6,0.1
sega_atlus,Persona 3 Reload,english,2169,43.6
sega_atlus,Persona 3 Reload,finnish,2,0.0
sega_atlus,Persona 3 Reload,french,112,2.2
sega_atlus,Persona 3 Reload,german,39,0.8
sega_atlus,Persona 3 Reload,hungarian,3,0.1
sega_atlus,Persona 3 Reload,indonesian,30,0.6
sega_atlus,Persona 3 Reload,italian,51,1.0
sega_atlus,Persona 3 Reload,japanese,69,1.4
sega_atlus,Persona 3 Reload,koreana,176,3.5
sega_atlus,Persona 3 Reload,latam,125,2.5
sega_atlus,Persona 3 Reload,norwegian,1,0.0
sega_atlus,Persona 3 Reload,polish,48,1.0
sega_atlus,Persona 3 Reload,portuguese,19,0.4
sega_atlus,Persona 3 Reload,russian,237,4.8
sega_atlus,Persona 3 Reload,schinese,969,19.5
sega_atlus,Persona 3 Reload,spanish,360,7.2
sega_atlus,Persona 3 Reload,swedish,9,0.2
sega_atlus,Persona 3 Reload,tchinese,49,1.0
sega_atlus,Persona 3 Reload,thai,14,0.3
sega_atlus,Persona 3 Reload,turkish,84,1.7
sega_atlus,Persona 3 Reload,ukrainian,12,0.2
sega_atlus,Persona 3 Reload,vietnamese,8,0.2
sega_atlus,Persona 4 Golden,brazilian,383,7.7
sega_atlus,Persona 4 Golden,czech,4,0.1
sega_atlus,Persona 4 Golden,dutch,2,0.0
sega_atlus,Persona 4 Golden,english,2201,44.1
sega_atlus,Persona 4 Golden,finnish,2,0.0
sega_atlus,Persona 4 Golden,french,103,2.1
sega_atlus,Persona 4 Golden,german,36,0.7
sega_atlus,Persona 4 Golden,greek,1,0.0
sega_atlus,Persona 4 Golden,hungarian,3,0.1
sega_atlus,Persona 4 Golden,indonesian,14,0.3
sega_atlus,Persona 4 Golden,italian,53,1.1
sega_atlus,Persona 4 Golden,japanese,114,2.3
sega_atlus,Persona 4 Golden,koreana,154,3.1
sega_atlus,Persona 4 Golden,latam,162,3.2
sega_atlus,Persona 4 Golden,norwegian,2,0.0
sega_atlus,Persona 4 Golden,polish,49,1.0
sega_atlus,Persona 4 Golden,portuguese,13,0.3
sega_atlus,Persona 4 Golden,romanian,1,0.0
sega_atlus,Persona 4 Golden,russian,201,4.0
sega_atlus,Persona 4 Golden,schinese,891,17.8
sega_atlus,Persona 4 Golden,spanish,475,9.5
sega_atlus,Persona 4 Golden,swedish,4,0.1
sega_atlus,Persona 4 Golden,tchinese,43,0.9
sega_atlus,Persona 4 Golden,thai,9,0.2
sega_atlus,Persona 4 Golden,turkish,52,1.0
sega_atlus,Persona 4 Golden,ukrainian,17,0.3
sega_atlus,Persona 4 Golden,vietnamese,4,0.1
sega_atlus,Persona 5 Royal,brazilian,228,4.5
sega_atlus,Persona 5 Royal,czech,1,0.0
sega_atlus,Persona 5 Royal,danish,2,0.0
sega_atlus,Persona 5 Royal,english,1634,32.2
sega_atlus,Persona 5 Royal,finnish,3,0.1
sega_atlus,Persona 5 Royal,french,90,1.8
sega_atlus,Persona 5 Royal,german,33,0.6
sega_atlus,Persona 5 Royal,greek,2,0.0
sega_atlus,Persona 5 Royal,hungarian,1,0.0
sega_atlus,Persona 5 Royal,indonesian,3,0.1
sega_atlus,Persona 5 Royal,italian,36,0.7
sega_atlus,Persona 5 Royal,japanese,53,1.0
sega_atlus,Persona 5 Royal,koreana,171,3.4
sega_atlus,Persona 5 Royal,latam,85,1.7
sega_atlus,Persona 5 Royal,norwegian,1,0.0
sega_atlus,Persona 5 Royal,polish,28,0.6
sega_atlus,Persona 5 Royal,portuguese,4,0.1
sega_atlus,Persona 5 Royal,romanian,1,0.0
sega_atlus,Persona 5 Royal,russian,176,3.5
sega_atlus,Persona 5 Royal,schinese,2043,40.2
sega_atlus,Persona 5 Royal,spanish,309,6.1
sega_atlus,Persona 5 Royal,swedish,3,0.1
sega_atlus,Persona 5 Royal,tchinese,78,1.5
sega_atlus,Persona 5 Royal,thai,23,0.5
sega_atlus,Persona 5 Royal,turkish,46,0.9
sega_atlus,Persona 5 Royal,ukrainian,21,0.4
sega_atlus,Persona 5 Royal,vietnamese,6,0.1
sega_atlus,Sonic Frontiers,brazilian,532,10.4
sega_atlus,Sonic Frontiers,czech,7,0.1
sega_atlus,Sonic Frontiers,danish,4,0.1
sega_atlus,Sonic Frontiers,dutch,5,0.1
sega_atlus,Sonic Frontiers,english,2820,55.4
sega_atlus,Sonic Frontiers,finnish,4,0.1
sega_atlus,Sonic Frontiers,french,135,2.7
sega_atlus,Sonic Frontiers,german,79,1.6
sega_atlus,Sonic Frontiers,greek,5,0.1
sega_atlus,Sonic Frontiers,hungarian,4,0.1
sega_atlus,Sonic Frontiers,indonesian,4,0.1
sega_atlus,Sonic Frontiers,italian,43,0.8
sega_atlus,Sonic Frontiers,japanese,41,0.8
sega_atlus,Sonic Frontiers,koreana,64,1.3
sega_atlus,Sonic Frontiers,latam,194,3.8
sega_atlus,Sonic Frontiers,norwegian,1,0.0
sega_atlus,Sonic Frontiers,polish,63,1.2
